	Restaurant	Food restrictions	Menu	Menu Eng
835	Vapiano Mikonkatu	['Gluten-free', 'Vegan', 'Vegetarian']	Salads | INSALATA MISTA PICCOLO : Lehtisalaattisekoitusta, kirsikkatomaatteja, porkkanaa ja italialaista kovaa juustoa.	Salads / INSALATA MISTA PICCOLO : lettuce mix, cherry tomatoes, carrots and Italian hard cheese.
836	Vapiano Mikonkatu	['Gluten-free', 'Vegan', 'Vegetarian']	Pasta | CAPRESE : Vapianon punaista pestoa, mozzarellaa, pinjansiemeniä ja kirsikkatomaatteja	Pasta / CAPRESE: Vapiano red pesto, mozzarella, pine nuts and cherry tomatoes
837	Vapiano Mikonkatu	['Gluten-free', 'Vegan', 'Vegetarian']	Pasta | CARBONARA : Pekonia ja sipulia kermakastikkeessa, kananmunaa, italialaista kovaa juustoa ja tuoretta persiljaa.	Pasta / CARBONARA: bacon and onion in cream sauce, egg, Italian hard cheese and fresh parsley.
838	Vapiano Mikonkatu	['Gluten-free', 'Vegan', 'Vegetarian']	Pizza | PESTO CON SPINACI : Babypinaattia, marinoituja tomaatteja, kermaista pestokastikketta ja mozzarellaa.	Pizza / PESTO CON SPINACI: Babypinate, pickled tomatoes, creamy pesto sauce and mozzarella.
839	Vapiano Mikonkatu	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | TIRAMISÚ : Vapianon espressolla maustettu mascarponeherkku.	Desserts / TIRAMISÚ: mascarpone flavored with espresso by Vapiano.
840	Zen Sushi	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Nagaimo Tanzaku : Kiinanperuna, wasabi, nori, soijakastike	Starters | Nagaimo Tanzaku: Chinese potato, wasabi, nori, soy sauce
841	Zen Sushi	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Edamame : Vihreät soijapavut	Starters / Edamame: green soybeans
842	Zen Sushi	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Takoikawasa : Kalmari, tursas, wasabi, soijakastike, kevätsipuli, shisolehti, seesaminsiemen	Starters | Takoikawasa: squid, octopus, wasabi, soy sauce, spring onion, shiso leaf, sesame seed
843	Zen Sushi	['Gluten-free', 'Vegan', 'Vegetarian']	Sushi | Lajitelma 8 kpl : 3 lohi, 1 tsauna, 1 ravunpyrstö, 1 kampasimpukka, 2 futomakirulla	Sushi / assortment 8 pieces: 3 salmon, 1 tsauna, 1 crab tail, 1 scallop, 2 futon pickles
844	Zen Sushi	['Gluten-free', 'Vegan', 'Vegetarian']	Sushi | Lajitelma 10 kpl : 3 lohi, 1 päivän nigiri, 1 ravunpyrstö, 1 kirjolohenmäti, 1 tsuna, 1 futomakirulla	Sushi / assortment of 10 pieces: 3 salmon, 1 day nigiri, 1 crab tail, 1 rainbow trout roe, 1 tsuna, 1 futoma chip
845	Zen Sushi	['Gluten-free', 'Vegan', 'Vegetarian']	Sushi | Kasvislajitelma 8 kpl : tofu, kurkkunigiri, avokado, vegetsuna, 4 saladamakirulla	Sushi / vegetable assortment 8 pieces: tofu, cucumber Giri, avocado, vegetsuna, 4 saladama chips
846	Zen Sushi	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Kotitekoinen Matchajäätelö	Desserts | Homemade Matcha Ice Cream
847	Zen Sushi	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Kotitekoinen Daifuku : tahmea riisipallo, makea papupesto	Desserts | homemade Daifuku: sticky rice ball, sweet bean pesto
848	Green Hippo Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Breakfast | MORNING QUICKIE : Avokadoleipä, latte / cappucino, health shot	Breakfast / MORNING QUICKIE: avocado toast, latte / cappucino, health shot
849	Green Hippo Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Breakfast | LIVING ON THE PORREDGE : ​Puuro marjoilla ja maapähkinävoilla, kahvi, mehu	Breakfast / LIVING ON the PORREDGE: porridge with berries and peanut butter, coffee, juice
850	Green Hippo Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Breakfast | ​HILBERT'S SPECIAL : Munakokkeli, smoothie, kahvi	Breakfast | HILBERT'S SPECIAL: scrambled eggs, smoothie, coffee
851	Green Hippo Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | AVOKADOPASTA - THE NOTHING NEW : Avokado, chili, valkosipuli, basilikaöljy, parmesaani	Mains / avocado paste-the NOTHING NEW: avocado, chilli, garlic, basil oil, Parmesan
852	Green Hippo Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | BUDDHA BOWL - READY, STEADY, ZEN! : Kvinoa, bataatti, kukkakaalipyree, punajuurihummus, porkkana, avokado, punakaali, granaattiomena, soijapapu, korianteri, chili. Tarjoillaan Nirvana-kastikkeen (chili, lime, inkivääri) kanssa.	Mains / BUDDHA BOWL-READY, STEADY, ZEN! : Quinoa, sweet potato, cauliflower puree, beetroot hummus, carrot, avocado, red cabbage, pomegranate, soybean, coriander, chili. Served with Nirvana sauce (chilli, lime, ginger).
853	Green Hippo Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | NUUDELISALAATTI - GO NUTS : Lasinuudeli, porkkana, avokado, punakaali, parsakaali, maapähkinävoikastike	Mains / noodle salad-GO NUTS: Glass Noodle, carrot, avocado, red cabbage, broccoli, peanut butter sauce
854	Green Hippo Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | OMENAPIIRAKKA : Tarjoillaan soija-vaniljakastikkeen kera	Desserts / apple pie: served with soy custard
855	Green Hippo Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | SUKLAAKAKKU - BETTER THAN (MOST) SEX : Tarjoillaan talon jäätelön kera	Desserts / chocolate cake-BETTER THAN (MOST) SEX : served with house ice cream
856	Ristorante Momento Eliel	[]	Salads | Caesar-salaatti : Perinteinen Caesar-salaatti valitsemallasi täytteellä (kana-kirsikkatomaatti tai chevre-aurinkokuivattu tomaatti)	Salads | Caesar salad: traditional Caesar salad with stuffing of your choice (chicken cherry tomato or chevre Sun-Dried Tomato)
857	Ristorante Momento Eliel	[]	Pasta | Pasta bolognese : Perinteistä bolognesekastiketta, rukolaa ja liguinepastaa L	Pasta / Pasta bolognese: traditional Bolognese sauce, rosola and liguine pasta
858	Ristorante Momento Eliel	[]	Pasta | Curry-kanapasta : Hunajamarinoitua broilerinrintaa, kermaisaa curry-tomaattikastiketta, sipulia, rukolaa ja pennepastaa L	Pasta / Curry chicken pasta: Honey marinated chicken breast, creamy curry tomato sauce, onions, prawns and penne pasta
859	Ristorante Momento Eliel	[]	Pasta | Pasta frutti di mare : Tonnikalaa, katkarapuja, tomaattista valkoviini-kermakastiketta, tilliä, sitruunaa ja pennepastaa L	Pasta / Pasta frutti di mare: tuna, shrimp, tomato white wine-cream sauce, dill, lemon and penne pasta
860	Ristorante Momento Eliel	[]	Burgers | Beef burger –ateria : Jauhettu naudan kokolihapihvi, salaattisekoitusta, marinoitua punasipulia, paprikaa, maustekurkkua, herkkumajoneesia, cheddarjuustoa, ranskanperunoita ja paneroituja sipulirenkaita	Burgers / Beef burger meal: minced beef steak, salad mix, pickled red onion, paprika, pickled cucumber, sweet mayonnaise, cheddar cheese, french fries and breaded onion rings
861	Ristorante Momento Eliel	[]	Pizza | Bologna : Perinteistä naudanjauhelihakastiketta	Pizza / Bologna: traditional beef mince sauce
862	Ristorante Momento Eliel	[]	Pizza | New York : Palvikinkkua, ananasta ja aurajuustoa	Pizza / New York: served ham, pineapple and aura cheese
863	Ristorante Momento Eliel	[]	Pizza | Quattro stagioni : Palvikinkkua, herkkusieniä, katkarapuja ja tuorepaprikaa	Pizza / Quattro stagioni: served ham, mushrooms, prawns and fresh peppers
864	Bistro Palo	['Gluten-free', 'Vegan', 'Vegetarian']	Burgers | ROYALE WITH CHEESE SMASH BURGER : 2X70g naudanlihapihviä, reilusti cheddarjuustoa, ketsuppia, amerikansinappia, tuoretta sipulia, suolakurkkua ja salaattia	Burgers / ROYALE WITH CHEESE SMASH BURGER: 2x70g beef steak, generously cheddar cheese, ketchup, American mustard, fresh onion, pickles and lettuce
865	Bistro Palo	['Gluten-free', 'Vegan', 'Vegetarian']	Burgers | MALMI FRIED CHICKEN BURGER : Rapeaa paneroitua kanaa, cheddarjuustoa, savu-paprikamajoneesia, salaattia ja suolakurkkua	Burgers / ore FRIED CHICKEN BURGER: crispy breaded chicken, cheddar cheese, smoked paprika mayonnaise, salad and pickles
866	Bistro Palo	['Gluten-free', 'Vegan', 'Vegetarian']	Burgers | MALMI GREEN : Beyond Meat -pihvi, paistettua sipulia, chimichurria, vegaanista limeaiolia, salaattia ja tomaattia	Burgers / ore GREEN: Beyond Meat steak, fried onion, chimichurri, vegan limeaiol, lettuce and tomato
867	Bistro Palo	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | MFC = MALMI FRIED CHICKEN (L,G) : Rapeaa frittikanaa, savupaprikamajoneesia, coleslaw, marinoitua punasipulia, chiliä ja ranskalaisia	Mains / MFC = ore FRIED CHICKEN (L, G): crispy fried chicken, smoked paprika mayonnaise, coleslaw, pickled red onion, chilli and chips
868	Bistro Palo	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | LEHTIPIHVI : 160g härän ulkofilepihvi ja maustevoi Valitse lisäksi: ranskalaiset, perunamuusi tai salaatti	Mains / leaf steak: 160g Ox sirloin steak and spiced butter choose also: fries, mashed potatoes or salad
869	Bistro Palo	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | MALMIN MAALAISSALAATTI (M,G) : Raikas vihersalaatti, kirsikkatomaattia, keitettyä kananmunaa, vihreitä papuja, perunaa, marinoitua punasipulia ja talon sinappi-vinegretti	Mains / Malmi country salad (M, G): fresh green salad, cherry tomato, boiled egg, green beans, potatoes, pickled red onion and house mustard vinegretti
870	Bistro Palo	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | BROWNIE (L) : Suklaabrownie ja vaniljajäätelöä	Desserts | BROWNIE (L): Chocolate Brownie and vanilla ice cream
871	Restaurant Indus	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | TIBETIAN DUMPLINGS (MOMO) (5KPL) : Höyrytettyjä kasvis- tai kananyyttejä	Starters | Tibetan DUMPLINGS (MOMO) (5pc): steamed vegetable or chicken dumplings
872	Restaurant Indus	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | VEG SAMOSA (2 KPL) : Perunalla täytettyjä rapeita friteerattuja kasvispasteijoita chutneyn kera	Starters / VEG SAMOSA (2 pieces): crispy deep fried vegetable pastes with chutney stuffed with potatoes
873	Restaurant Indus	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | KING PRAWN PAKODA : Kikhernejauhoissa pyöräytettyjä, friteerattuja jättikatkarapuja chutneyn kera	Starters | KING PRAWN PAKODA : chickpea-rolled, deep-fried prawns with chutney
874	Restaurant Indus	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | BUTTER CHICKEN : Yrtti-jogurttimarinoituja ja tandoori-uunissa grillattuja kanan fileepaloja tomaatti-, voi- ja kermakastikkeessa	Mains / BUTTER CHICKEN: herb yoghurt marinated and tandoori grilled chicken fillet in tomato, butter and cream sauce
875	Restaurant Indus	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | MIX TANDOOR SIRAZ : Yrtti-jogurttimarinoituja ja tandoori-uunissa grillattuja kanan fileepaloja sekä lampaan paloja, tuorejuustoa, lampaan jauhelihavartaita ja jättkatkarapuja paprika-, tomaatti-, inkivääri-, valkosipuli- ja jogurttikastikkeessa	Mains / MIX TANDOOR SIRAZ: Herb-yoghurt marinated and tandoori oven-grilled chicken fillet, lamb pieces, cream cheese, lamb mince skewers and jumbo prawns in paprika, tomato, ginger, garlic and yoghurt sauce
876	Restaurant Indus	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | SHAHI KIN PRAWN : Jättikatkarapuja tomaatti-, voi- ja kermakastikkeessa	Mains / SHAHI KIN PRAWN: king prawns in tomato, butter and cream sauce
877	Restaurant Indus	['Gluten-free', 'Vegan', 'Vegetarian']	Vegetarian | ALU GOBI : Paistettua perunaa ja kukkakaalia kuminan simene-, inkivääri-, tomaatti-, sipuli- ja masalakastikeessa	Vegetarian / ALU GOBI: roast potatoes and cauliflower in cumin simene, ginger, tomato, onion and masala sauce
878	Restaurant Indus	['Gluten-free', 'Vegan', 'Vegetarian']	Vegetarian | PANEER CHILI : Tuorejuustoa, sipulia, paprikaa ja inkivääriä soija- ja chilikastikkeessa	Vegetarian / PANEER CHILI: cream cheese, onion, paprika and ginger in soy and chili sauce
879	Restaurant Indus	['Gluten-free', 'Vegan', 'Vegetarian']	Vegetarian | TOFU TIKKA : Marinoituja tofua, sipulia, paprikaa, ja inkivääriä jogurttikastikkeessa	Vegetarian / TOFU TIKKA: pickled tofu, onion, paprika, and ginger in yogurt sauce
880	Taste of Uyghur	['Gluten-free', 'Vegan', 'Vegetarian']	Chef's Recommendations | kawa Manta/葫芦包子 : kurpitsa, sipuli ja liha 12 kpl	Chef's Recommendations | kawa Manta / 葫芦包子: pumpkin, onion and meat 12 pieces
881	Taste of Uyghur	['Gluten-free', 'Vegan', 'Vegetarian']	Chef's Recommendations | Qoruma chöp/干煸炒面 : Käsintehty nuudeli, naudanliha, vihannekset, inkivääri ja seesami	Chef's Recommendations | Qoruma chöp / 干煸炒面: handmade Noodle, beef, vegetables, ginger and sesame
882	Taste of Uyghur	['Gluten-free', 'Vegan', 'Vegetarian']	Chef's Recommendations | 黄面烤肉/ Serikash : Kylmä nuudeli chili+valkosipuli-kastikkeessa ja Uyghur Kebab	Chef's Recommendations | 黄面烤肉/ serikash : Cold Noodle in chili + garlic sauce and Uyghur kebab
883	Masa’s Pizza Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Kebabs | PITAKEBAB : talon pitaleipa, kebabliha, salaatti, kurkku, kirsikkatomaatti, punasipuli, tomaattinen kebabkastike, Masa's majoneesi	Kebabs / PITAKEBAB : House pita bread, kebab meat, salad, cucumber, cherry tomato, red onion, tomato kebab sauce, Masa's mayonnaise
884	Masa’s Pizza Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Kebabs | ISKENDER KEBAB : talon leipä, kebabliha, salaatti, kurkku, kirsikkatomaatti, tomaattinen kebabkastike ja jogurtti-kastike	Kebabs | ISKENDER KEBAB: house bread, kebab meat, salad, cucumber, cherry tomato, tomato kebab sauce and yogurt sauce
885	Masa’s Pizza Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Kebabs | KEBABRULLA : kebabliha, talon leipa, salaatti, kurkku, punasipuli, kirsikkatomaatti, tomaattinen kebabkastike, Mesa's majonees	Kebabs | kebab roll: kebab meat, house bread, salad, cucumber, red onion, cherry tomato, tomato kebab sauce, Mesa's mayonnees
886	Masa’s Pizza Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Pizza | MARGHERITA : buffalo mozzarella, basilika	Pizza / MARGHERITA: buffalo mozzarella, basil
887	Masa’s Pizza Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Pizza | BIANCO TONNO : tonnikala, katkarapu, rucola	Pizza / BIANCO TONNO: tuna, shrimp, arugula
888	Masa’s Pizza Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Pizza | DI PARMA : ilmakuivattu kinkku, kirsikkatomaatti, pestokastike, basilika	Pizza / DI PARMA: air-dried ham, cherry tomato, pesto sauce, basil
889	DinKrog Svenskis	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Skagenröra på stekt brioche med dill-gurka : Skagenröra paistetulla briocheilla ja tilli kurkkua Skagenröra (shrimpsalad) on fried brioche with dill cucumber 14,50 €	Starters / Skagenröra på stekt brioche med dill-gurka: Skagenröra with fried brioche and dill cucumber Skagenröra (shrimpsalad) on fried brioche with dill cucumber 14,50 €
890	DinKrog Svenskis	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Traditionell laxsoppa Perinteinen lohikeitto Traditional salmon soup : Lite/Pieni 15,50 €/ Stor/Iso 17,50 €	Starters / Traditionell laxsoppa traditional salmon soup Traditional salmon soup: Lite / small 15.50 € / Stor/Iso 17.50 €
891	DinKrog Svenskis	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Huomioittehan, että mikäli ette voi tehdä pöytävarausta, ravintola on täynnä tai varattu yksityistilaisuutta varten.	Starters / please note that if you cannot make a reservation, the restaurant is full or reserved for a private event.
892	DinKrog Svenskis	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Köttpastej i buljong Lihapasteija liemessä : Meat pie in gravy	Starters | Köttpastej I buljong meat pie in broth: Meat pie in gravy
893	DinKrog Svenskis	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Kantarellrisotto med färsk parmesan Kantarellirisotto tuoreella parmesaanilla : Chantarelle risotto with fresh Parmesan	Mains / Kantarellrisotto med färsk parmesan Chanterelle risotto with fresh Parmesan: Chantarelle risotto with fresh Parmesan
894	DinKrog Svenskis	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Köttpastej i buljong Lihapasteija liemessä : Meat pie in gravy	Mains / Köttpastej I buljong meat pie in broth: Meat pie in gravy
895	DinKrog Svenskis	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Limoncellopasta med rökt lax  Limoncellopasta ja savulohta : Limoncello pasta with smoked salmon	Mains / Limoncello pasta med rökt lax Limoncello pasta and smoked salmon: Limoncello pasta with smoked salmon
896	DinKrog Svenskis	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | Omena-marenki : Apple & Meringue	Desserts | Apple meringue: Apple & Meringue
897	Megobaro Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | BADRIJANI NIGVZIT : FRIED EGGPLANT ROLLS STUFFED WITH WALNUT PASTE	Starters | BADRIJANI NIGVZIT: FRIED EGGPLANT ROLLS STUFFED WITH WALNUT PASTE
898	Megobaro Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | VARENIKY (WITH POTATO OR CABBAGE) : UKRAINIAN DUMPLINGS WITH POTATO, HERBS, GARLIC, ONION AND SPICES	Starters | VARENIKY ( WITH POTATO OR CABBAGE): UKRAINIAN DUMPLINGS WITH POTATO, HERBS, GARLIC, ONION AND SPICES
899	Megobaro Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | BANOSH : UKRAINIAN CORN PORRIDGE WITH SOUR CREAM, BACON AND SALTY CHEESE	Starters | BANOSH: UKRAINIAN CORN PORRIDGE WITH SOUR CREAM, BACON AND SALTY CHEESE
900	Megobaro Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | CHASHUSHULI : GEORGIAN BEEF STEW WITH TOMATO AND HERBS	Mains / CHASHUSHULI: GEORGIAN BEEF STEW WITH TOMATO AND HERBS
901	Megobaro Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | ADJAPSANDALI : EGGPLANT STEW WITH BELL PEPPER,CARROT AND HERBS	Mains / ADJAPSANDALI: EGGPLANT STEW WITH BELL PEPPER,CARROT AND HERBS
902	Megobaro Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | HOLUBTSI : UKRAINIAN PORK STUFFED CABBAGE ROLLS	Mains / HOLUBTSI: UKRAINIAN PORK STUFFED CABBAGE ROLLS
903	Megobaro Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | HONEY CAKE : GEORGIAN TRADITIONAL LAYERED HONEY CAKE	Desserts | HONEY CAKE: GEORGIAN TRADITIONAL LAYERED HONEY CAKE
904	Megobaro Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | SYRNIKI : UKRAINIAN SWEET CHEESE PANCAKES	Desserts | SYRNIKI: UKRAINIAN SWEET CHEESE PANCAKES
905	Megobaro Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Desserts | VARENIKY DESSERT : UKRAINIAN HALF MOON SHAPED PIROGIES STUFFED WITH SWEET CHERRY	Desserts | VARENIKY DESSERT: UKRAINIAN HALF MOON SHAPED PIROGIES STUFFED WITH SWEET CHERRY
